City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,puerto baquerizo moreno,-0.9,-89.6,83.39,70,75,12.66,EC,1697659315
364,bandarbeyla,9.4942,50.8122,80.92,80,29,6.15,SO,1697659006
365,suluru,13.7,80.0167,77.41,81,92,2.71,IN,1697659316
366,constantia,44.1833,28.65,48.88,66,2,7.83,RO,1697659316
367,tahe,52.3333,124.7333,31.01,62,67,11.99,CN,1697659316
368,bodo,67.28,14.405,32.77,87,20,11.5,NO,1697659316
369,kanel,15.4916,-13.1763,93.2,55,0,0.0,SN,1697659316
370,solnechnyy,50.7214,136.6319,34.61,92,94,3.18,RU,1697659316
371,puerto penasco,31.3167,-113.5333,88.74,36,8,8.19,MX,1697659317
372,chichawatni,30.5333,72.7,70.95,49,0,1.68,PK,1697659317
373,antsiranana,-12.2787,49.2917,75.92,88,24,11.59,MG,1697659317
374,owen sound,44.5672,-80.9435,60.89,66,99,5.01,CA,1697659317
375,sampit,-2.5333,112.95,75.25,97,99,2.1,ID,1697659317
376,soio,-6.1349,12.3689,77.74,86,100,7.47,AO,1697659317
377,kailua-kona,19.6406,-155.9956,82.51,76,0,5.01,US,1697659317
378,callao,-12.0667,-77.15,71.89,68,40,10.36,PE,1697659317
379,tumaco,1.7986,-78.8156,83.32,75,59,9.35,CO,1697659317
380,swakopmund,-22.6833,14.5333,59.85,83,31,1.01,NA,1697659318
381,hirara,24.8,125.2833,71.87,83,75,2.3,JP,1697659318
382,mejit,10.2753,170.8646,83.08,77,44,16.24,MH,1697659318
383,tselinnoye,53.0833,85.6667,45.0,88,6,5.19,RU,1697659318
384,ciudad melchor muzquiz,27.8833,-101.5167,85.28,25,22,8.23,MX,1697659318
385,bikenibeu village,1.3673,173.1241,76.96,94,100,11.5,KI,1697659319
386,lemvig,56.5486,8.3102,46.2,85,100,17.85,DK,1697659319
387,san angelo,31.4638,-100.437,88.29,28,0,13.8,US,1697659319
388,najran,17.4924,44.1277,74.05,26,0,3.74,SA,1697659319
389,leninskoye,41.7589,69.3864,60.22,45,100,5.17,KZ,1697659319
390,la ronge,55.1001,-105.2842,46.62,81,75,10.36,CA,1697659319
391,luena,-11.7833,19.9167,78.98,53,0,4.61,AO,1697659319
392,bel ombre,-4.6167,55.4167,80.44,83,20,5.75,SC,1697659320
393,altai,46.3722,96.2583,31.75,54,0,1.16,MN,1697659320
394,puerto santa,-8.9906,-78.6456,70.54,79,16,11.81,PE,1697659320
395,coihueco,-36.6167,-71.8333,63.34,59,40,10.36,CL,1697659320
396,bangassou,4.7413,22.8184,70.38,96,66,2.35,CF,1697659320
397,myitkyina,25.3833,97.4,67.96,77,0,1.95,MM,1697659320
398,gonzaga,44.9498,10.8209,52.02,80,100,3.04,IT,1697659320
399,ribeira brava,32.65,-17.0667,75.7,75,100,10.76,PT,1697659320
400,nikolayevsk-on-amure,53.1406,140.73,41.29,96,100,1.95,RU,1697659321
401,fort bragg,35.139,-79.006,73.81,44,100,5.75,US,1697658851
402,malabar,-33.9667,151.25,59.13,82,20,4.61,AU,1697659321
403,glace bay,46.1969,-59.957,50.97,79,100,8.05,CA,1697659321
404,calama,-22.4667,-68.9333,75.69,22,0,23.02,CL,1697659105
405,xiva,41.3783,60.3639,48.18,26,99,8.28,UZ,1697659321
406,macapa,0.0389,-51.0664,91.38,62,20,13.8,BR,1697659240
407,at taraf,25.3628,49.725,84.74,67,0,4.97,SA,1697659322
408,crane,31.3974,-102.3501,88.47,18,5,4.5,US,1697659322
409,greenville,35.6127,-77.3663,69.13,50,40,1.99,US,1697659218
410,kramfors,62.9316,17.7765,31.78,86,6,9.22,SE,1697659322
411,dinar,38.065,30.1656,57.16,84,98,3.24,TR,1697659322
412,greenwood,34.1668,-82.1165,72.01,47,40,6.91,US,1697659322
413,purpe,64.4803,76.6897,43.68,92,94,14.63,RU,1697659323
414,nungua,5.6011,-0.0771,80.6,77,100,6.96,GH,1697659323
415,labytnangi,66.6572,66.4183,30.15,92,22,6.8,RU,1697659324
416,langsa,4.4683,97.9683,74.53,95,100,2.77,ID,1697659324
417,weyburn,49.6668,-103.8511,52.02,82,98,8.05,CA,1697659324
418,fernandopolis,-20.2839,-50.2464,94.93,29,41,11.92,BR,1697659325
419,tirebolu,41.0069,38.8139,57.87,87,100,1.5,TR,1697659325
420,vodnyy,63.5046,53.4095,39.42,97,100,9.06,RU,1697659325
421,lubang,13.8584,120.124,82.26,79,22,18.32,PH,1697659325
422,moanda,-1.5575,13.2178,70.97,98,100,2.93,GA,1697659325
423,lexington,37.9887,-84.4777,68.14,46,0,6.91,US,1697659207
424,chibougamau,49.9168,-74.3659,53.22,54,20,13.8,CA,1697659326
425,darhan,49.4867,105.9228,34.56,60,7,2.06,MN,1697659326
426,igarka,67.4667,86.5833,39.4,98,100,15.66,RU,1697659326
427,ceerigaabo,10.6162,47.368,67.87,63,42,11.18,SO,1697659326
428,puerto aysen,-45.4,-72.7,64.53,59,58,5.35,CL,1697659326
429,sao joao da barra,-21.6403,-41.0511,75.29,79,90,17.02,BR,1697659326
430,orangeburg,33.4918,-80.8557,73.81,42,75,3.44,US,1697659086
431,helena valley southeast,46.6153,-111.9216,68.2,29,0,3.44,US,1697659327
432,kuta,-8.7233,115.1723,78.75,94,20,9.22,ID,1697659327
433,bizerte,37.2744,9.8739,78.8,41,20,3.44,TN,1697659327
434,mayya,61.7333,130.2811,20.52,94,100,7.87,RU,1697659327
435,berdigestyakh,62.0989,126.6992,23.29,89,100,8.01,RU,1697659328
436,brisas de zicatela,15.8369,-97.0419,85.17,60,89,7.0,MX,1697659328
437,camamu,-13.9447,-39.1039,77.4,68,66,5.84,BR,1697659328
438,la ferte-mace,48.59,-0.358,56.26,86,80,14.97,FR,1697659328
439,gadzhiyevo,69.2551,33.3362,35.11,60,100,25.81,RU,1697659328
440,rundu,-17.9333,19.7667,75.88,12,0,5.93,NA,1697659328
441,neiafu,-18.65,-173.9833,75.88,73,40,11.5,TO,1697659328
442,kirishi,59.4471,32.0205,38.17,85,64,3.13,RU,1697659329
443,loango,-4.6719,11.8312,76.1,89,98,2.44,CG,1697659329
444,port-cartier,50.0334,-66.8654,52.75,57,6,6.82,CA,1697659329
445,kiunga,-6.1219,141.2906,71.26,99,32,2.13,PG,1697659329
446,kruisfontein,-34.0033,24.7314,60.26,94,95,4.72,ZA,1697659329
447,lobujya,27.95,86.8167,11.95,72,4,1.48,NP,1697659329
448,ulsteinvik,62.3432,5.8487,41.76,86,5,3.0,NO,1697659329
449,pursat,12.3333,103.6667,75.79,86,100,2.15,KH,1697659329
450,san antonio,29.4241,-98.4936,85.15,32,0,10.36,US,1697659171
451,mahina,-17.5065,-149.489,74.97,88,75,13.8,PF,1697659330
452,arta,39.1606,20.9853,64.04,79,29,3.69,GR,1697659330
453,eforie sud,44.0229,28.6494,49.01,66,4,6.76,RO,1697659330
454,karaman,37.0833,33.25,53.67,81,78,8.68,TR,1697659330
455,pico truncado,-46.7949,-67.9573,78.76,9,72,20.4,AR,1697659330
456,ketchikan,55.3422,-131.6461,54.07,94,100,20.71,US,1697659143
457,dwarka,22.2394,68.9678,81.1,78,2,10.45,IN,1697659330
458,nicoya,10.1483,-85.452,83.21,79,99,1.07,CR,1697659330
459,kharp,66.8014,65.8081,29.48,98,79,3.71,RU,1697659331
460,ilhabela,-23.7781,-45.3581,70.23,92,100,7.25,BR,1697659331
461,dem'yanovo,60.3511,47.0842,37.44,88,100,13.06,RU,1697659331
462,fenoarivo be,-18.4333,46.5667,69.96,82,100,3.69,MG,1697659331
463,changping,40.2186,116.2197,62.24,24,100,5.79,CN,1697659331
464,sinop,41.7711,34.8709,50.56,98,100,5.23,TR,1697659331
465,paramonga,-10.6667,-77.8333,71.64,78,37,12.39,PE,1697659331
466,dunedin,-45.8742,170.5036,54.81,70,61,1.99,NZ,1697659238
467,huautla de jimenez,18.1315,-96.8409,67.08,59,69,5.73,MX,1697659332
468,laojunmiao,39.8333,97.7333,36.97,32,0,6.4,CN,1697659332
469,grand-bassam,5.2118,-3.7388,80.56,88,70,7.58,CI,1697659332
470,xining,36.6167,101.7667,36.36,87,45,1.74,CN,1697659332
471,harstad,68.799,16.5293,32.61,96,49,5.99,NO,1697659332
472,ust'-ilimsk,58.0006,102.6619,34.45,92,41,8.01,RU,1697659332
473,touros,-5.1989,-35.4608,79.07,72,0,16.64,BR,1697659270
474,kokoda,-8.8785,147.7407,73.81,93,91,2.1,PG,1697659332
475,auki,-8.7676,160.7034,77.7,84,48,2.91,SB,1697659332
476,muhos,64.808,25.9931,31.78,71,100,8.57,FI,1697659333
477,nova vicosa,-17.8919,-39.3719,78.91,69,3,14.07,BR,1697659333
478,georgievka,49.3314,81.5761,45.61,45,0,7.83,KZ,1697659333
479,kouango,4.9934,19.9619,73.89,93,100,2.28,CF,1697659333
480,"laikit, laikit ii (dimembe)",1.4792,124.9735,70.65,94,20,2.3,ID,1697659333
481,cole harbour,44.6724,-63.4751,53.98,76,75,5.75,CA,1697659333
482,abepura,-2.6333,140.5833,74.21,83,20,0.0,ID,1697659333
483,kourou,5.1552,-52.6478,87.85,71,90,10.47,GF,1697659208
484,armacao de buzios,-22.7469,-41.8817,77.05,88,35,15.82,BR,1697659198
485,prince rupert,54.3161,-130.3201,55.49,88,100,40.29,CA,1697659301
486,beni,0.5,29.4667,63.23,99,96,1.9,CD,1697659334
487,lakatoro,-16.0999,167.4164,78.69,82,100,5.17,VU,1697659334
488,ghat,24.9647,10.1728,84.9,20,89,6.08,LY,1697659334
489,columbus,39.9612,-82.9988,64.63,54,40,10.36,US,1697659155
490,dunay,42.8803,132.3375,47.77,65,97,8.86,RU,1697659334
491,ecoporanga,-18.3733,-40.8306,91.56,30,4,9.69,BR,1697659334
492,aromashevo,56.8602,68.6375,44.13,64,99,9.19,RU,1697659334
493,machico,32.7,-16.7667,75.7,77,20,5.99,PT,1697659334
494,sivas,39.7916,37.0019,48.83,93,75,3.44,TR,1697659335
495,arraial do cabo,-22.9661,-42.0278,75.16,83,75,13.8,BR,1697659335
496,dedougou,12.4667,-3.4667,88.59,36,87,5.41,BF,1697659335
497,lethem,3.3803,-59.7968,90.01,53,70,1.1,GY,1697659335
498,beitbridge,-22.2167,30.0,69.62,62,0,8.28,ZW,1697659335
499,loukhi,66.0764,33.0381,31.82,74,99,9.01,RU,1697659335
500,rabaul,-4.1967,152.1721,78.96,82,25,3.67,PG,1697659335
501,souillac,-20.5167,57.5167,75.58,88,75,2.3,MU,1697659335
502,luau,-10.7073,22.2247,72.05,65,12,4.09,AO,1697659336
503,marakkanam,12.2,79.95,79.86,81,100,6.4,IN,1697659336
504,murudeshwara,14.0943,74.4845,79.16,89,99,3.89,IN,1697659336
505,leua,48.2156,18.6071,47.5,54,100,8.81,SK,1697659336
506,wuchuan,21.4571,110.7659,73.49,97,100,12.66,CN,1697659336
507,borodianka,50.6448,29.9201,43.5,69,37,7.65,UA,1697659286
508,victoria falls,-17.9235,25.843,78.1,33,1,4.41,ZW,1697659336
509,amga,60.8953,131.9608,25.99,52,100,7.0,RU,1697659336
510,borogontsy,62.6683,131.1683,22.28,62,100,1.01,RU,1697659336
511,remire-montjoly,4.9167,-52.2667,87.84,66,20,10.36,GF,1697659336
512,mermoz boabab,14.7065,-17.4758,83.98,79,40,9.22,SN,1697659337
513,mirnyy,62.5353,113.9611,8.35,98,41,3.56,RU,1697659337
514,grants,35.1473,-107.8514,79.03,12,0,14.97,US,1697659337
515,vila velha,-20.3297,-40.2925,78.75,73,100,11.5,BR,1697659222
516,road town,18.4167,-64.6167,87.84,70,40,6.91,VG,1697659337
517,la sarre,48.8002,-79.1996,48.18,73,100,10.58,CA,1697659337
518,hanzhong,33.0728,107.0303,52.54,89,100,2.57,CN,1697659244
519,albina,5.5,-54.05,87.13,62,100,6.06,SR,1697659338
520,pontianak,-0.0333,109.3333,75.18,94,100,2.3,ID,1697659338
521,lesnikovo,55.2822,65.3175,45.79,65,3,12.21,RU,1697659338
522,patong,7.8961,98.2966,86.02,74,61,8.86,TH,1697659285
523,nkoteng,4.5167,12.0333,69.73,97,32,2.37,CM,1697659338
524,banda aceh,5.5577,95.3222,78.87,84,100,2.46,ID,1697659338
525,noosa heads,-26.3833,153.15,63.34,69,95,16.06,AU,1697659338
526,sao geraldo do araguaia,-6.4006,-48.555,101.75,13,87,5.39,BR,1697659338
527,balykshi,47.0667,51.8667,41.0,81,0,2.24,KZ,1697659339
528,ust'-kut,56.7938,105.7672,26.44,94,96,3.0,RU,1697659339
529,bima,-8.4667,118.7167,73.58,89,90,3.91,ID,1697659339
530,sint michiel liber,12.15,-68.9833,91.22,62,20,14.97,CW,1697659264
531,eirunepe,-6.6603,-69.8736,93.38,44,86,4.88,BR,1697659339
532,jianshui,23.6363,102.8264,62.24,95,85,2.01,CN,1697659339
533,kamina,-8.7386,24.9906,66.72,93,67,2.04,CD,1697659339
534,fale old settlement,-9.3852,-171.2468,82.96,72,100,8.39,TK,1697659340
535,taksimo,56.3444,114.8794,29.71,69,68,5.01,RU,1697659340
536,bei'an,24.5399,109.533,73.67,86,100,0.89,CN,1697659340
537,ghanzi,-21.5667,21.7833,72.16,24,0,9.15,BW,1697659340
538,ta`u,-14.2336,-169.5144,78.98,81,100,21.72,AS,1697659340
539,hwange,-18.3693,26.5019,80.11,29,0,6.58,ZW,1697659341
540,alakurtti,66.9672,30.3491,28.74,79,71,8.57,RU,1697659341
541,brigantine,39.4101,-74.3646,64.0,65,100,6.91,US,1697659341
542,khovd,48.0056,91.6419,37.76,40,0,0.34,MN,1697659341
543,vernon,50.2581,-119.2691,61.16,70,100,3.0,CA,1697659189
544,toliara,-23.35,43.6667,73.44,85,94,1.54,MG,1697659341
545,campbell river,50.0163,-125.2446,53.6,100,100,10.36,CA,1697659341
546,krasnyy chikoy,50.3643,108.7512,33.24,84,100,8.99,RU,1697659341
547,novyy urgal,51.0736,132.5642,37.99,92,92,3.91,RU,1697659341
